t,x,y,z,vx_b,vy_b,vz_b,phi,theta,psi,p,q,r,ax_b,ay_b,az_b,cmd_roll,cmd_pitch,cmd_yaw,cmd_thrust,phase
2.5704,-2.04707,-0.00555,0.06975,0.98745,-0.03498,-0.00961,0.018943,-0.048111,-3.134864,0.069829,0.082261,0.020771,-0.05149,0.00334,-9.75276,0.031182,-0.032421,0.010241,0.264519,hover
2.5914,-2.04707,-0.00555,0.06975,0.98745,-0.03498,-0.00961,0.018943,-0.048111,-3.134864,0.069829,0.082261,0.020771,-0.05149,0.00334,-9.75276,0.032150,-0.031759,0.010579,0.264519,hover
2.6120,-2.09012,-0.00412,0.07143,1.00977,-0.04648,-0.00994,0.022072,-0.051590,-3.133997,0.076141,0.078606,0.022604,19.58860,-9.34077,-7.47558,0.033062,-0.031076,0.010906,0.264503,hover
2.6328,-2.11379,-0.00318,0.07240,1.01669,-0.05052,-0.01076,0.023841,-0.053427,-3.133505,0.077660,0.077575,0.023053,-0.06100,0.00710,-9.74242,0.033942,-0.030354,0.011233,0.264462,hover
2.6531,-2.11379,-0.00318,0.07240,1.01669,-0.05052,-0.01076,0.023841,-0.053427,-3.133505,0.077660,0.077575,0.023053,-0.06100,0.00710,-9.74242,0.034754,-0.029619,0.011547,0.264462,hover
2.6738,-2.12086,-0.00288,0.07270,1.03372,-0.05960,-0.00897,0.024378,-0.053966,-3.133356,0.083834,0.072659,0.024832,74.77162,-38.99998,-1.67353,0.035537,-0.028835,0.011864,0.264552,hover
2.6941,-2.15789,-0.00112,0.07431,1.04274,-0.06554,-0.01033,0.027305,-0.056637,-3.132545,0.084282,0.072313,0.025457,-0.06550,0.00866,-9.74548,0.036255,-0.028034,0.012170,0.264484,hover
2.7146,-2.18266,0.00022,0.07543,1.04901,-0.06977,-0.01120,0.029273,-0.058368,-3.131988,0.084419,0.072172,0.025647,-0.06550,0.00866,-9.74548,0.036925,-0.027193,0.012475,0.264440,hover
2.7350,-2.18996,0.00065,0.07577,1.06767,-0.08094,-0.00944,0.029852,-0.058872,-3.131824,0.089033,0.067090,0.026766,42.45955,-24.71687,-6.09059,0.037532,-0.026327,0.012772,0.264528,hover
2.7556,-2.24652,0.00438,0.07847,1.08038,-0.09046,-0.01137,0.034467,-0.062488,-3.130520,0.090371,0.065439,0.027543,-0.15910,0.06347,-9.75505,0.038089,-0.025414,0.013069,0.264431,hover
2.7760,-2.25406,0.00494,0.07884,1.08415,-0.09308,-0.01139,0.035085,-0.062947,-3.130343,0.090596,0.065117,0.027723,-0.07626,0.01404,-9.74983,0.038574,-0.024483,0.013357,0.264431,hover
2.7965,-2.25406,0.00494,0.07884,1.08415,-0.09308,-0.01139,0.035085,-0.062947,-3.130343,0.090596,0.065117,0.027723,45.45311,-29.27058,-6.53614,0.038998,-0.023510,0.013643,0.264431,hover
2.8170,-2.26160,0.00552,0.07922,1.10412,-0.10639,-0.00952,0.035704,-0.063405,-3.130166,0.093169,0.060724,0.028835,29.00150,-19.05554,-7.80266,0.039350,-0.022507,0.013923,0.264524,hover
2.8380,-2.32699,0.01113,0.08259,1.12121,-0.12027,-0.01078,0.041109,-0.067054,-3.128592,0.094336,0.058420,0.029612,-0.09020,0.02208,-9.74390,0.039634,-0.021450,0.014204,0.264461,hover
2.8587,-2.32699,0.01113,0.08259,1.12121,-0.12027,-0.01078,0.041109,-0.067054,-3.128592,0.094336,0.058420,0.029612,-0.09020,0.02208,-9.74390,0.039838,-0.020371,0.014477,0.264461,hover
2.8792,-2.33539,0.01194,0.08304,1.14255,-0.13599,-0.00870,0.041803,-0.067493,-3.128387,0.096065,0.053227,0.030756,59.52488,-42.06236,-6.59026,0.039960,-0.019273,0.014740,0.264565,hover
2.8997,-2.39543,0.01830,0.08634,1.15658,-0.14868,-0.00953,0.046740,-0.070367,-3.126895,0.096507,0.051359,0.031314,-0.09445,0.02407,-9.74919,0.040000,-0.018144,0.014999,0.264524,hover
2.9201,-2.40348,0.01924,0.08679,1.16076,-0.15220,-0.00934,0.047398,-0.070727,-3.126692,0.096658,0.050357,0.031495,-0.09445,0.02407,-9.74919,0.039957,-0.016991,0.015250,0.264533,hover
2.9406,-2.41188,0.02022,0.08727,1.18315,-0.17034,-0.00703,0.048078,-0.071093,-3.126481,0.097049,0.042431,0.032939,54.67747,-42.21727,-7.70540,0.039827,-0.015801,0.015498,0.264649,hover
2.9615,-2.47469,0.02831,0.09092,1.19769,-0.18479,-0.00709,0.053102,-0.073456,-3.124850,0.096898,0.040301,0.033648,-0.06476,-0.00127,-9.75350,0.039604,-0.014564,0.015743,0.264645,hover
2.9823,-2.48305,0.02947,0.09142,1.20201,-0.18879,-0.00679,0.053759,-0.073746,-3.124630,0.096851,0.039940,0.033783,-0.06476,-0.00127,-9.75350,0.039287,-0.013299,0.015982,0.264661,hover
3.0026,-2.49145,0.03066,0.09192,1.22460,-0.20887,-0.00435,0.054415,-0.074034,-3.124410,0.095648,0.034047,0.034549,62.37010,-52.34892,-8.59740,0.038886,-0.012038,0.016209,0.264782,hover
3.0235,-2.53527,0.03726,0.09458,1.23607,-0.22105,-0.00380,0.057773,-0.075375,-3.123246,0.095196,0.032114,0.034912,-0.18143,0.09440,-9.76047,0.038378,-0.010716,0.016436,0.264810,hover
3.0443,-2.56461,0.04199,0.09640,1.24393,-0.22955,-0.00328,0.059964,-0.076175,-3.122461,0.094875,0.030991,0.035136,-0.08720,0.01372,-9.76064,0.037770,-0.009369,0.016657,0.264836,hover
3.0648,-2.57336,0.04346,0.09695,1.26718,-0.25212,-0.00067,0.060610,-0.076404,-3.122227,0.092231,0.024446,0.035992,61.06034,-55.45937,-9.89991,0.037078,-0.008026,0.016867,0.264966,hover
3.0855,-2.61926,0.05153,0.09985,1.27693,-0.26373,0.00018,0.063884,-0.077426,-3.120987,0.091430,0.022640,0.036337,33.37668,-30.79976,-10.10920,0.036275,-0.006639,0.017074,0.265009,hover
3.1061,-2.64941,0.05720,0.10180,1.28659,-0.27480,0.00125,0.065957,-0.077993,-3.120163,0.090729,0.021193,0.036626,-0.09327,0.01555,-9.76993,0.035379,-0.005242,0.017273,0.265063,hover
3.1266,-2.64941,0.05720,0.10180,1.28659,-0.27480,0.00125,0.065957,-0.077993,-3.120163,0.090729,0.021193,0.036626,-0.09327,0.01555,-9.76993,0.034390,-0.003835,0.017464,0.265063,hover
3.1473,-2.70590,0.06859,0.10549,1.31966,-0.31217,0.00536,0.069631,-0.078805,-3.118602,0.085548,0.012658,0.037704,-0.46371,0.37715,-9.76540,0.033286,-0.002389,0.017652,0.265268,hover
3.1679,-2.73695,0.07530,0.10755,1.32925,-0.32416,0.00681,0.071547,-0.079140,-3.117736,0.083926,0.010430,0.037953,-0.10648,0.02451,-9.78021,0.032095,-0.000943,0.017830,0.265340,hover
3.1884,-2.73695,0.07530,0.10755,1.32925,-0.32416,0.00681,0.071547,-0.079140,-3.117736,0.083926,0.010430,0.037953,-0.10648,0.02451,-9.78021,0.030806,0.000518,0.018003,0.265340,hover
3.2092,-2.74641,0.07740,0.10818,1.35269,-0.35116,0.00960,0.072112,-0.079224,-3.117471,0.075597,0.000193,0.038952,64.07182,-67.36549,-13.16701,0.029405,0.002008,0.018170,0.265480,hover
3.2298,-2.82773,0.09666,0.11366,1.37159,-0.37759,0.01342,0.076499,-0.079467,-3.115147,0.074861,-0.000750,0.039373,-0.12366,0.03881,-9.79295,0.027923,0.003492,0.018328,0.265671,hover
3.2503,-2.82773,0.09666,0.11366,1.37159,-0.37759,0.01342,0.076499,-0.079467,-3.115147,0.074861,-0.000750,0.039373,-0.12366,0.03881,-9.79295,0.026349,0.004984,0.018480,0.265671,hover
3.2710,-2.83777,0.09918,0.11434,1.39436,-0.40614,0.01616,0.077014,-0.079478,-3.114860,0.065390,-0.010191,0.039939,65.60469,-73.87996,-15.22377,0.024670,0.006495,0.018626,0.265808,hover
3.2914,-2.88770,0.11217,0.11774,1.40345,-0.42037,0.01858,0.079312,-0.079303,-3.113415,0.063065,-0.012474,0.040197,0.02047,-0.12893,-9.82440,0.022931,0.007985,0.018762,0.265929,hover
3.3118,-2.92066,0.12116,0.12000,1.41252,-0.43394,0.02063,0.080682,-0.079070,-3.112453,0.061399,-0.014020,0.040422,-0.14832,0.06350,-9.80963,0.021116,0.009470,0.018892,0.266031,hover
3.3323,-2.92066,0.12116,0.12000,1.41252,-0.43394,0.02063,0.080682,-0.079070,-3.112453,0.061399,-0.014020,0.040422,56.16708,-67.63659,-16.47912,0.019206,0.010967,0.019015,0.266031,hover
3.3528,-3.00750,0.14646,0.12593,1.44837,-0.48762,0.02750,0.083755,-0.078079,-3.109896,0.049206,-0.024215,0.041204,0.00705,-0.12819,-9.84433,0.017220,0.012460,0.019131,0.266375,hover
3.3732,-3.01766,0.14958,0.12662,1.45240,-0.49395,0.02833,0.084068,-0.077932,-3.109595,0.048499,-0.024787,0.041265,-0.09974,0.00073,-9.83162,0.015177,0.013937,0.019240,0.266417,hover
3.3937,-3.01766,0.14958,0.12662,1.45240,-0.49395,0.02833,0.084068,-0.077932,-3.109595,0.048499,-0.024787,0.041265,-0.09974,0.00073,-9.83162,0.013061,0.015410,0.019342,0.266417,hover
3.4150,-3.02801,0.15278,0.12732,1.47382,-0.52571,0.03061,0.084376,-0.077773,-3.109288,0.038350,-0.032380,0.041723,24.87307,-32.44580,-13.93664,0.010790,0.016934,0.019440,0.266530,hover
3.4358,-3.11672,0.18150,0.13332,1.48989,-0.55579,0.03608,0.086453,-0.076065,-3.106640,0.034126,-0.035419,0.041970,-0.13537,0.04034,-9.84798,0.008527,0.018398,0.019528,0.266804,hover
3.4563,-3.11672,0.18150,0.13332,1.48989,-0.55579,0.03608,0.086453,-0.076065,-3.106640,0.034126,-0.035419,0.041970,-0.13537,0.04034,-9.84798,0.006246,0.019825,0.019608,0.266804,hover
3.4770,-3.18277,0.20437,0.13773,1.51744,-0.60434,0.04137,0.087285,-0.074361,-3.104642,0.015569,-0.047620,0.042616,40.00962,-54.92702,-17.81143,0.003894,0.021249,0.019681,0.267069,hover
3.4975,-3.21863,0.21730,0.14009,1.52488,-0.61934,0.04372,0.087569,-0.073344,-3.103553,0.015290,-0.047805,0.042689,-0.13515,0.03497,-9.87250,0.001545,0.022628,0.019746,0.267186,hover
3.5178,-3.21863,0.21730,0.14009,1.52488,-0.61934,0.04372,0.087569,-0.073344,-3.103553,0.015290,-0.047805,0.042689,-0.13515,0.03497,-9.87250,-0.000808,0.023967,0.019803,0.267186,hover
3.5384,-3.22965,0.22136,0.14081,1.54343,-0.65216,0.04501,0.087646,-0.073027,-3.103219,0.000542,-0.056569,0.042919,55.42915,-81.14366,-23.67651,-0.003207,0.025291,0.019854,0.267250,hover
3.5590,-3.32312,0.25703,0.14679,1.55682,-0.68363,0.05058,0.087486,-0.069898,-3.100366,-0.005320,-0.059895,0.043076,-0.13285,0.02587,-9.89500,-0.005625,0.026588,0.019897,0.267529,hover
3.5793,-3.32312,0.25703,0.14679,1.55682,-0.68363,0.05058,0.087486,-0.069898,-3.100366,-0.005320,-0.059895,0.043076,-0.13285,0.02587,-9.89500,-0.007996,0.027822,0.019932,0.267529,hover
3.5996,-3.32312,0.25703,0.14679,1.55682,-0.68363,0.05058,0.087486,-0.069898,-3.100366,-0.005320,-0.059895,0.043076,-0.57142,0.68845,-9.77843,-0.010359,0.029018,0.019960,0.267529,hover
3.6205,-3.39219,0.28490,0.15105,1.57941,-0.73260,0.05449,0.086799,-0.067307,-3.098256,-0.019816,-0.067670,0.043268,-0.02992,-0.14264,-9.94508,-0.012759,0.030198,0.019981,0.267724,hover
3.6410,-3.42977,0.30060,0.15331,1.58526,-0.74764,0.05651,0.086228,-0.065803,-3.097109,-0.022425,-0.069008,0.043302,-0.14126,0.03303,-9.91167,-0.015098,0.031314,0.019994,0.267826,hover
3.6618,-3.42977,0.30060,0.15331,1.58526,-0.74764,0.05651,0.086228,-0.065803,-3.097109,-0.022425,-0.069008,0.043302,50.77924,-85.40018,-28.24808,-0.017411,0.032386,0.020000,0.267826,hover
3.6823,-3.50062,0.33110,0.15743,1.60507,-0.79603,0.05945,0.084742,-0.062786,-3.094950,-0.036978,-0.076167,0.043382,21.44287,-36.67793,-17.88484,-0.019655,0.033394,0.019998,0.267973,hover
3.7028,-3.53898,0.34814,0.15958,1.61002,-0.81077,0.06116,0.083776,-0.061084,-3.093786,-0.039339,-0.077277,0.043386,-0.13377,0.01417,-9.93367,-0.021829,0.034341,0.019988,0.268058,hover
3.7234,-3.53898,0.34814,0.15958,1.61002,-0.81077,0.06116,0.083776,-0.061084,-3.093786,-0.039339,-0.077277,0.043386,-0.13377,0.01417,-9.93367,-0.023929,0.035226,0.019971,0.268058,hover
3.7440,-3.55043,0.35329,0.16021,1.62292,-0.84190,0.06037,0.083470,-0.060568,-3.093440,-0.055909,-0.084629,0.043341,40.17651,-73.11102,-27.24087,-0.025961,0.036052,0.019947,0.268019,hover
3.7646,-3.65000,0.39937,0.16548,1.63073,-0.87183,0.06424,0.080041,-0.055766,-3.090435,-0.057453,-0.085303,0.043288,-0.05422,-0.13881,-9.98458,-0.027890,0.036805,0.019915,0.268212,hover
3.7850,-3.65000,0.39937,0.16548,1.63073,-0.87183,0.06424,0.080041,-0.055766,-3.090435,-0.057453,-0.085303,0.043288,-0.13989,0.01823,-9.94750,-0.029696,0.037480,0.019876,0.268212,hover
3.8054,-3.66164,0.40490,0.16606,1.64136,-0.90110,0.06277,0.079617,-0.055197,-3.090087,-0.069620,-0.090120,0.043149,20.81452,-41.55106,-20.63993,-0.031382,0.038080,0.019829,0.268138,hover
3.8258,-3.74957,0.44765,0.17031,1.64555,-0.92334,0.06564,0.075889,-0.050699,-3.087473,-0.073411,-0.091557,0.043030,-0.07658,-0.11585,-9.99102,-0.032948,0.038604,0.019776,0.268282,hover
3.8464,-3.76133,0.45349,0.17085,1.64707,-0.92920,0.06573,0.075358,-0.050086,-3.087126,-0.073949,-0.091750,0.043002,-0.16981,0.07309,-9.94260,-0.034398,0.039055,0.019714,0.268286,hover
3.8670,-3.76133,0.45349,0.17085,1.64707,-0.92920,0.06573,0.075358,-0.050086,-3.087126,-0.073949,-0.091750,0.043002,22.45851,-49.92126,-23.81393,-0.035694,0.039419,0.019645,0.268286,hover
3.8877,-3.77379,0.45971,0.17142,1.65567,-0.95704,0.06358,0.074793,-0.049436,-3.086760,-0.081160,-0.094144,0.042791,16.12007,-36.76677,-20.26067,-0.036848,0.039699,0.019567,0.268179,hover
3.9082,-3.87531,0.51152,0.17578,1.65938,-0.98348,0.06559,0.069821,-0.044028,-3.083812,-0.084575,-0.095214,0.042604,-0.16210,0.05480,-9.95544,-0.037821,0.039887,0.019484,0.268280,hover
3.9286,-3.88766,0.51797,0.17627,1.66572,-1.00891,0.06281,0.069188,-0.043363,-3.083457,-0.090211,-0.096551,0.042275,-0.16210,0.05480,-9.95544,-0.038620,0.039985,0.019394,0.268140,hover
3.9491,-3.88766,0.51797,0.17627,1.66572,-1.00891,0.06281,0.069188,-0.043363,-3.083457,-0.090211,-0.096551,0.042275,29.82376,-76.09516,-32.74821,-0.039248,0.039991,0.019295,0.268140,hover
3.9700,-3.99074,0.57276,0.18014,1.66749,-1.03344,0.06402,0.063674,-0.037766,-3.080548,-0.092013,-0.096860,0.042046,-0.15625,0.03718,-9.95472,-0.039695,0.039901,0.019188,0.268201,hover
3.9909,-3.99074,0.57276,0.18014,1.66749,-1.03344,0.06402,0.063674,-0.037766,-3.080548,-0.092013,-0.096860,0.042046,-0.15625,0.03718,-9.95472,-0.039946,0.039709,0.019073,0.268201,hover
4.0115,-4.00277,0.57930,0.18056,1.67161,-1.05615,0.06098,0.063015,-0.037110,-3.080213,-0.095688,-0.096349,0.041471,7.73486,-25.53918,-18.13383,-0.039993,0.039423,0.018953,0.268049,hover
4.0321,-4.09422,0.62966,0.18353,1.67125,-1.07379,0.06167,0.057899,-0.032160,-3.077717,-0.095951,-0.096391,0.041199,-0.15564,0.03049,-9.95683,-0.039838,0.039036,0.018825,0.268083,hover
4.0525,-4.10629,0.63640,0.18389,1.67148,-1.07821,0.06135,0.057223,-0.031509,-3.077393,-0.095924,-0.096274,0.041150,-0.15564,0.03049,-9.95683,-0.039483,0.038554,0.018692,0.268068,hover
4.0731,-4.11836,0.64316,0.18424,1.67348,-1.09814,0.05814,0.056546,-0.030859,-3.077070,-0.094868,-0.093795,0.040639,13.03886,-55.08476,-27.75323,-0.038919,0.037967,0.018551,0.267907,hover
4.0938,-4.20980,0.69518,0.18674,1.67177,-1.11377,0.05862,0.051494,-0.026045,-3.074670,-0.094112,-0.092807,0.040290,-0.15888,0.03834,-9.93626,-0.038142,0.037275,0.018401,0.267931,hover
4.1143,-4.22191,0.70215,0.18705,1.67161,-1.11765,0.05831,0.050833,-0.025417,-3.074358,-0.093918,-0.092613,0.040206,-0.15888,0.03834,-9.93626,-0.037163,0.036486,0.018246,0.267916,hover
4.1353,-4.23441,0.70937,0.18735,1.67162,-1.13487,0.05521,0.050152,-0.024769,-3.074037,-0.089859,-0.089159,0.039640,5.79590,-43.99863,-24.65883,-0.035953,0.035578,0.018081,0.267761,hover
4.1561,-4.29742,0.74612,0.18882,1.66959,-1.14550,0.05508,0.046835,-0.021592,-3.072444,-0.088381,-0.087962,0.039364,-0.16633,0.10106,-9.91041,-0.034546,0.034574,0.017910,0.267754,hover
4.1767,-4.33934,0.77085,0.18971,1.66810,-1.15245,0.05498,0.044699,-0.019532,-3.071405,-0.087383,-0.087200,0.039198,-0.15883,0.02754,-9.93280,-0.032950,0.033479,0.017734,0.267749,hover
4.1972,-4.33934,0.77085,0.18971,1.66810,-1.15245,0.05498,0.044699,-0.019532,-3.071405,-0.087383,-0.087200,0.039198,-0.02186,-30.47559,-20.71112,-0.031165,0.032289,0.017552,0.267749,hover
4.2176,-4.41402,0.81555,0.19113,1.66341,-1.17609,0.05159,0.041122,-0.016012,-3.069591,-0.077906,-0.080547,0.038238,-0.82257,-17.28450,-16.38286,-0.029203,0.031009,0.017364,0.267580,hover
4.2385,-4.45520,0.84051,0.19182,1.66136,-1.18209,0.05128,0.039276,-0.014152,-3.068613,-0.076418,-0.079547,0.038046,-0.16022,0.04343,-9.93276,-0.027015,0.029603,0.017165,0.267564,hover
4.2589,-4.45520,0.84051,0.19182,1.66136,-1.18209,0.05128,0.039276,-0.014152,-3.068613,-0.076418,-0.079547,0.038046,-0.16022,0.04343,-9.93276,-0.024709,0.028138,0.016964,0.267564,hover
4.2793,-4.46730,0.84788,0.19201,1.65791,-1.19445,0.04815,0.038751,-0.013617,-3.068328,-0.060450,-0.069218,0.036947,-5.18544,-33.22540,-22.13346,-0.022249,0.026587,0.016758,0.267408,hover
4.2999,-4.57078,0.91161,0.19343,1.65184,-1.20753,0.04779,0.035034,-0.009525,-3.065980,-0.058885,-0.068204,0.036390,-0.15818,0.05498,-9.91107,-0.019623,0.024936,0.016543,0.267390,hover
4.3204,-4.57078,0.91161,0.19343,1.65184,-1.20753,0.04779,0.035034,-0.009525,-3.065980,-0.058885,-0.068204,0.036390,-0.15818,0.05498,-9.91107,-0.016873,0.023208,0.016323,0.267390,hover
4.3415,-4.58324,0.91937,0.19358,1.64696,-1.21821,0.04497,0.034618,-0.009050,-3.065703,-0.042314,-0.057722,0.035555,-8.09652,-24.72962,-19.08683,-0.013907,0.021340,0.016089,0.267249,hover
4.3621,-4.64652,0.95907,0.19425,1.64312,-1.22457,0.04523,0.032926,-0.006903,-3.064325,-0.038427,-0.055251,0.035177,-0.17764,-0.00106,-9.91683,-0.010918,0.019446,0.015855,0.267261,hover
4.3827,-4.68715,0.98479,0.19461,1.63985,-1.22988,0.04506,0.032055,-0.005658,-3.063463,-0.035549,-0.053428,0.034845,-0.16510,0.03548,-9.90320,-0.007843,0.017481,0.015616,0.267253,hover
4.4035,-4.68715,0.98479,0.19461,1.63985,-1.22988,0.04506,0.032055,-0.005658,-3.063463,-0.035549,-0.053428,0.034845,-10.45566,-21.51815,-18.09497,-0.004678,0.015437,0.015368,0.267253,hover
4.4244,-4.79070,1.05120,0.19531,1.62751,-1.24786,0.04287,0.030620,-0.002972,-3.061336,-0.015519,-0.040556,0.033426,-0.14049,0.08830,-9.89054,-0.001438,0.013314,0.015113,0.267143,hover
4.4450,-4.80270,1.05897,0.19538,1.62599,-1.24987,0.04258,0.030521,-0.002703,-3.061095,-0.014143,-0.039664,0.033299,-0.16349,0.04336,-9.90961,0.001784,0.011167,0.014856,0.267129,hover
4.4654,-4.81465,1.06674,0.19543,1.61918,-1.25847,0.03992,0.030427,-0.002438,-3.060857,0.001655,-0.029167,0.032352,-0.16349,0.04336,-9.90961,0.004975,0.008998,0.014596,0.266996,hover
4.4862,-4.81465,1.06674,0.19543,1.61918,-1.25847,0.03992,0.030427,-0.002438,-3.060857,0.001655,-0.029167,0.032352,-12.89249,-21.48622,-18.07856,0.008222,0.006737,0.014325,0.266996,hover
4.5069,-4.91738,1.13417,0.19574,1.61078,-1.26858,0.04058,0.030516,-0.000747,-3.058870,0.008957,-0.024227,0.031614,-0.16441,0.04476,-9.89088,0.011413,0.004455,0.014050,0.267029,hover
4.5274,-4.91738,1.13417,0.19574,1.61078,-1.26858,0.04058,0.030516,-0.000747,-3.058870,0.008957,-0.024227,0.031614,-0.16441,0.04476,-9.89088,0.014511,0.002170,0.013772,0.267029,hover
4.5485,-4.92926,1.14204,0.19576,1.60338,-1.27711,0.03840,0.030596,-0.000598,-3.058647,0.025548,-0.012540,0.030492,-10.76240,-16.98701,-15.80684,0.017617,-0.000204,0.013481,0.266920,hover
4.5695,-5.01980,1.20268,0.19577,1.59640,-1.28527,0.03941,0.031898,0.000056,-3.057003,0.030376,-0.009002,0.029932,-0.16178,0.05147,-9.89263,0.020593,-0.002574,0.013187,0.266970,hover
4.5902,-5.03160,1.21065,0.19576,1.59471,-1.28723,0.03928,0.032130,0.000096,-3.056795,0.033370,-0.006777,0.029746,-0.16178,0.05147,-9.89263,0.023415,-0.004931,0.012890,0.266964,hover
4.6108,-5.04344,1.21867,0.19574,1.58716,-1.29617,0.03721,0.032383,0.000122,-3.056588,0.054438,0.009940,0.028156,-11.26238,-19.01295,-15.86788,0.026056,-0.007257,0.012591,0.266861,hover
4.6321,-5.14375,1.28741,0.19542,1.57867,-1.30674,0.03835,0.035501,-0.000438,-3.054938,0.056311,0.011663,0.027363,-0.15756,0.06164,-9.88712,0.028614,-0.009657,0.012276,0.266918,hover
4.6529,-5.14375,1.28741,0.19542,1.57867,-1.30674,0.03835,0.035501,-0.000438,-3.054938,0.056311,0.011663,0.027363,-0.15756,0.06164,-9.88712,0.030903,-0.011969,0.011965,0.266918,hover
4.6736,-5.15543,1.29552,0.19537,1.57115,-1.31698,0.03649,0.035900,-0.000532,-3.054752,0.071902,0.026361,0.026214,-12.14173,-25.07310,-16.69757,0.032974,-0.014247,0.011650,0.266824,hover
4.6939,-5.21590,1.33775,0.19503,1.56626,-1.32384,0.03733,0.038358,-0.001393,-3.053829,0.075604,0.030142,0.025578,-0.13595,0.11457,-9.86868,0.034778,-0.016445,0.011336,0.266867,hover
4.7147,-5.25566,1.36581,0.19477,1.56301,-1.32859,0.03791,0.040160,-0.002143,-3.053254,0.077157,0.031938,0.025206,-0.16137,0.05719,-9.88157,0.036367,-0.018639,0.011011,0.266895,hover
4.7354,-5.25566,1.36581,0.19477,1.56301,-1.32859,0.03791,0.040160,-0.002143,-3.053254,0.077157,0.031938,0.025206,-8.87346,-24.97236,-15.75138,0.037680,-0.020765,0.010684,0.266895,hover
4.7567,-5.32773,1.41737,0.19417,1.55190,-1.34725,0.03727,0.043718,-0.003859,-3.052272,0.087447,0.045439,0.023523,-0.18658,-0.02108,-9.90679,0.038741,-0.022891,0.010342,0.266864,hover
4.7775,-5.36656,1.44551,0.19379,1.54846,-1.35351,0.03755,0.045773,-0.004971,-3.051777,0.088904,0.047772,0.023109,-0.16011,0.06312,-9.88716,0.039471,-0.024883,0.010005,0.266877,hover
4.7980,-5.36656,1.44551,0.19379,1.54846,-1.35351,0.03755,0.045773,-0.004971,-3.051777,0.088904,0.047772,0.023109,-0.16011,0.06312,-9.88716,0.039888,-0.026767,0.009668,0.266877,hover
4.8187,-5.37812,1.45393,0.19368,1.54202,-1.36775,0.03607,0.046391,-0.005313,-3.051633,0.093488,0.057888,0.021859,-3.98786,-19.56640,-13.81862,0.039996,-0.028569,0.009325,0.266804,hover
4.8394,-5.47715,1.52714,0.19251,1.53552,-1.38228,0.03710,0.051956,-0.008828,-3.050505,0.094867,0.062498,0.020905,-0.16030,0.06645,-9.88259,0.039783,-0.030269,0.008979,0.266855,hover
4.8600,-5.47715,1.52714,0.19251,1.53552,-1.38228,0.03710,0.051956,-0.008828,-3.050505,0.094867,0.062498,0.020905,-0.16030,0.06645,-9.88259,0.039247,-0.031858,0.008629,0.266855,hover
4.8806,-5.48863,1.53575,0.19236,1.53016,-1.39876,0.03608,0.052615,-0.009280,-3.050385,0.094879,0.071566,0.019488,-4.12580,-37.86676,-16.48202,0.038391,-0.033322,0.008277,0.266804,hover
4.9013,-5.57566,1.60187,0.19113,1.52582,-1.41148,0.03669,0.057602,-0.013079,-3.049564,0.094218,0.074378,0.018795,-0.16075,0.07224,-9.87469,0.037210,-0.034665,0.007920,0.266834,hover
4.9220,-5.58715,1.61072,0.19096,1.52482,-1.41511,0.03664,0.058253,-0.013614,-3.049465,0.093524,0.075817,0.018561,-0.16075,0.07224,-9.87469,0.035713,-0.035871,0.007561,0.266832,hover
4.9427,-5.59871,1.61964,0.19078,1.52079,-1.43396,0.03604,0.058902,-0.014161,-3.049368,0.085508,0.085467,0.016585,-0.06936,-37.61319,-15.64175,0.033908,-0.036936,0.007199,0.266802,hover
4.9631,-5.68641,1.68818,0.18935,1.51760,-1.44824,0.03548,0.063471,-0.018712,-3.048760,0.082763,0.087354,0.015567,-0.16447,0.16288,-9.85639,0.031824,-0.037844,0.006837,0.266774,hover
4.9836,-5.69785,1.69725,0.18915,1.51694,-1.45226,0.03533,0.064040,-0.019327,-3.048692,0.082097,0.087682,0.015371,-0.16201,0.07418,-9.86905,0.029462,-0.038599,0.006473,0.266766,hover
